video_id,duration,commentCount,dislikeCount,favoriteCount,likeCount,viewCount,timestamp
STI2fI7sKMo,951,0,1857,0,7368,503818,2019-04-06 11:52:43.512266
BWPrk9PUwQE,402,3762,2704,0,55566,2908674,2019-04-06 11:52:45.007671
ogYum4kWXgk,200,251,120,0,7359,379886,2019-04-06 11:52:46.329132
sbcbvuitiTc,58,1280,2571,0,2195,1084438,2019-04-06 11:52:47.821091
zNqCVTs38nU,41,35,77,0,141,51520,2019-04-06 11:52:49.276092
DM-ni_LSOFE,529,8729,3647,0,70531,4060072,2019-04-06 11:52:50.665062
0PpNlNJ6Nng,829,26536,2840,0,194712,7354911,2019-04-06 11:52:51.885549
c-3JxzN2u34,318,33,8,0,440,17381,2019-04-06 11:52:53.074953
069D0NmW39o,298,972,1234,0,26339,2581664,2019-04-06 11:52:54.216640
9t9u_yPEidY,238,18285,43548,0,544594,89029731,2019-04-06 11:52:55.718506
KODzih-pYlU,464,439,250,0,10096,291928,2019-04-06 11:52:57.658221
8NHA23f7LvU,124,1258,615,0,41080,5321668,2019-04-06 11:52:58.974775
w0XYVssCKjw,281,648,239,0,10118,423372,2019-04-06 11:53:00.208911
9XSULcLI6Hg,0,0,0,0,0,0,2019-04-06 11:53:01.375086
pjuPpVLXDQg,78,87,29,0,352,345564,2019-04-06 11:53:02.594601
9xSx-5tmq44,208,960,414,0,9398,353924,2019-04-06 11:53:03.735826
4v0nOAzcG2A,469,1182,617,0,16111,646913,2019-04-06 11:53:05.468930
oTObwUiXdYY,46,144,46,0,159,36953,2019-04-06 11:53:07.046669
1cgK-BIrXes,90,5036,3015,0,28797,1088497,2019-04-06 11:53:08.461380
ujyTQNNjjDU,261,9940,11120,0,289881,27652139,2019-04-06 11:53:10.054847
PABlVzeldaM,275,759,109,0,1033,312751,2019-04-06 11:53:11.475986
6340tX9M_eM,99,1120,565,0,10648,1101380,2019-04-06 11:53:12.681531
8mhTWqWlQzU,967,11391,2776,0,198332,10218499,2019-04-06 11:53:13.820737
t4YAyT4ihIQ,265,8331,13749,0,246601,16380875,2019-04-06 11:53:14.979414
MNiweoKXwfg,87,42,13,0,587,68521,2019-04-06 11:53:16.109798
Jw1Y-zhQURU,0,0,0,0,0,0,2019-04-06 11:53:17.346363
2Vv-BfVoq4g,280,338538,422604,0,10176862,1959841585,2019-04-06 11:53:18.699740
UFYCTJlayS4,604,272,267,0,3156,99600,2019-04-06 11:53:19.990705
cccyOn99s4Y,483,262,170,0,4509,144953,2019-04-06 11:53:21.371118
abGCYPCk294,3014,710,115,0,1601,47264,2019-04-06 11:53:22.822205
lY_0mkYDZDU,246,2552,2087,0,45638,2834348,2019-04-06 11:53:23.972123
k8NxqyGcZA4,154,2290,5846,0,2909,338302,2019-04-06 11:53:25.373545
IE-xepGLVt8,269,710,261,0,7599,961851,2019-04-06 11:53:26.781615
ObIQ0s02UHg,218,3917,7873,0,132101,19243137,2019-04-06 11:53:27.987624
cOc3tsFWoRs,142,2070,775,0,37075,4822560,2019-04-06 11:53:29.192669
AJYb0Yom5UQ,161,198,49,0,381,178691,2019-04-06 11:53:30.710631
gLswXiRLdkA,558,2378,1676,0,38465,1192644,2019-04-06 11:53:31.836224
MyEqfBkzESU,1060,11396,9131,0,56176,3645934,2019-04-06 11:53:33.102966
wJYE0sFOteE,274,310,119,0,5682,395727,2019-04-06 11:53:34.294140
L_5_slz4ke4,226,89,25,0,112,15011,2019-04-06 11:53:35.670375
OKoL852K9uA,542,430,338,0,5159,188600,2019-04-06 11:53:37.021463
pa_oUisZZy0,81,2720,883,0,78640,3062073,2019-04-06 11:53:38.804536
fNtLIcyjsnI,148,1694,2072,0,38525,7366034,2019-04-06 11:53:40.158820
_Iz83-Cmt6A,0,0,0,0,0,0,2019-04-06 11:53:41.537497
YlvCVbfS9M0,112,2678,759,0,43455,1495890,2019-04-06 11:53:42.786926
arJ5h2TY3I4,225,14053,3145,0,232351,4925603,2019-04-06 11:53:44.427475
-2RVw2_QyxQ,20767,25,28,0,496,82844,2019-04-06 11:53:45.978441
gEHCXl4J9Qo,186,4056,2185,0,87981,4255916,2019-04-06 11:53:47.276877
-OK9i1_YYYc,42909,14,35,0,2254,48494,2019-04-06 11:53:48.511829
b4vTZx_AtHk,87,14090,15436,0,135708,4076183,2019-04-06 11:53:49.667796
kOnQocd799Y,924,11263,7753,0,102549,6568214,2019-04-06 11:53:50.855041
e4FApt6z55c,205,2697,1861,0,35912,2668561,2019-04-06 11:53:51.966461
2XK4omx9uMU,125,15640,4829,0,419113,22104919,2019-04-06 11:53:53.200529
xfmipNU4Odc,214,2359,332,0,49304,2208213,2019-04-06 11:53:54.695701
jp9hK-jY6yY,360,26550,5744,0,377657,9129247,2019-04-06 11:53:55.961080
RkHuWjiR-LM,222,1487,795,0,32892,3309564,2019-04-06 11:53:57.186712
fCTKDn3Q8xQ,255,13208,3098,0,131997,4836008,2019-04-06 11:53:58.398016
DIU3xPdhCBI,340,2914,3151,0,77688,5117285,2019-04-06 11:53:59.513650
wnwF1FHybDQ,271,311,280,0,4847,795567,2019-04-06 11:54:00.658028
9oFP-pOMNwE,13,0,983,0,3703,622330,2019-04-06 11:54:01.961396
pz95u3UVpaM,217,26381,30497,0,909127,127872726,2019-04-06 11:54:03.170083
g5c1bk8weaQ,241,13516,3107,0,383989,5750757,2019-04-06 11:54:04.426814
yuBqWcSKrCk,428,313,239,0,6174,933598,2019-04-06 11:54:05.912611
x9mh-SwSKas,979,692,192,0,13069,406500,2019-04-06 11:54:07.383738
uiA4B5Y63IQ,141,946,585,0,11040,2016570,2019-04-06 11:54:08.558002
viyRD5z6ilQ,199,627,478,0,9409,765059,2019-04-06 11:54:09.836271
QFfEtKvXMAs,232,3857,762,0,107247,3994640,2019-04-06 11:54:11.048560
xg9ebVTL9yE,195,2341,1098,0,52454,4906759,2019-04-06 11:54:12.174953
fbHbTBP_u7U,216,52444,24252,0,1139333,76532058,2019-04-06 11:54:13.840460
Ja_GMU7-sjs,454,6913,2499,0,72240,3058915,2019-04-06 11:54:15.329980
QOksZ8VogRw,220,3982,3777,0,154801,13029644,2019-04-06 11:54:16.541775
RYs08kX3Ih4,638,1294,677,0,25095,669831,2019-04-06 11:54:18.011697
tOFkFZbPdnQ,16,410,207,0,9052,629959,2019-04-06 11:54:19.224763
dW4wpGg64pE,337,3254,1810,0,63417,3734536,2019-04-06 11:54:20.795239
2VP846QcA_4,962,802,445,0,11496,437541,2019-04-06 11:54:21.967840
_dhneCO4YEE,346,1181,2662,0,6555,524877,2019-04-06 11:54:23.087255
EYkEshCOhEU,825,1015,448,0,17764,384695,2019-04-06 11:54:24.527465
Rq9-mW6HgQE,433,2407,510,0,22420,1731379,2019-04-06 11:54:25.796163
k29YnfttqEU,155,1107,820,0,18976,3389652,2019-04-06 11:54:27.274735
Eg_kW5fw6qU,512,4066,191,0,13619,414094,2019-04-06 11:54:28.751577
J_QGZspO4gg,169,9891,5212,0,248003,25157360,2019-04-06 11:54:30.183727
PkRBTF6nt4E,92,365,850,0,1252,209003,2019-04-06 11:54:31.346737
ozkqm2ifMw8,251,703,290,0,21955,1316192,2019-04-06 11:54:32.642619
htvR_dBs3eg,382,846,204,0,4121,180504,2019-04-06 11:54:33.831251
qEEtzzi1EII,109,1123,582,0,30313,1556653,2019-04-06 11:54:35.445341
1Wk8ZRgXQnY,221,368,340,0,31730,1897575,2019-04-06 11:54:37.048998
8l_e6bx8UG8,230,9858,7535,0,45528,2399748,2019-04-06 11:54:38.579042
lsfzA7sWlOM,58,1511,183,0,8421,215543,2019-04-06 11:54:39.986467
RQDphL2MVlM,515,263,145,0,4416,108121,2019-04-06 11:54:41.411191
X7flefV8tec,402,2470,5680,0,6640,658350,2019-04-06 11:54:42.758683
cYw-oyJ7AEY,212,893,949,0,18164,985574,2019-04-06 11:54:44.137786
6nJw-jPQYVI,384,157,35,0,1589,230940,2019-04-06 11:54:45.644145
5x1FAiIq_pQ,306,195,594,0,3838,316987,2019-04-06 11:54:47.022116
LMCuKltaY3M,146,487,387,0,5815,895367,2019-04-06 11:54:48.678067
6Detw08jRhs,61,116,144,0,868,83245,2019-04-06 11:54:49.819872
vd4zwINEcLY,56,221,55,0,1094,158102,2019-04-06 11:54:50.978521
7fm7mll2qvg,236,765,371,0,26881,1546757,2019-04-06 11:54:52.151658
5gFpcEKayz4,231,2325,2150,0,110609,5653185,2019-04-06 11:54:53.780508
eHIY3HNNqzM,232,490,413,0,19602,1663682,2019-04-06 11:54:55.345765
q-WipZ9p0wk,1208,297,115,0,3549,167857,2019-04-06 11:54:56.521753
zy0b9e40tK8,0,0,0,0,0,0,2019-04-06 11:54:58.073833
rL4WkebTT_U,546,1108,102,0,12604,260944,2019-04-06 11:54:59.199722
Y6eKxjMA9ek,847,1155,282,0,28330,300701,2019-04-06 11:55:00.373447
Q6Usd3_fbq8,231,666,67,0,11696,245500,2019-04-06 11:55:01.515797
44NYFvhXmW8,249,8956,7407,0,159713,10339376,2019-04-06 11:55:02.780105
9wg3v-01yKQ,183,68962,25840,0,1178724,32594317,2019-04-06 11:55:03.916287
F-j_6IuaYfw,399,2275,1065,0,20717,643773,2019-04-06 11:55:05.185218
_qSW96a2aKY,195,2529,3079,0,31121,4233050,2019-04-06 11:55:06.316053
afgvlR9WmIQ,238,1071,578,0,25945,1439913,2019-04-06 11:55:07.707760
_CJN_ryETIY,340,815,134,0,16786,478440,2019-04-06 11:55:09.224472
P4YJwy_T9pM,832,2919,581,0,77952,2444046,2019-04-06 11:55:10.675359
YqH4eWR7jDQ,81,2,0,0,62,8764,2019-04-06 11:55:11.923671
r96KpNTcog4,389,399,113,0,11971,213836,2019-04-06 11:55:13.547838
B4gXsobd_ao,270,610,150,0,4906,120542,2019-04-06 11:55:14.930028
x8eLIJAM58M,121,976,1124,0,12372,2210203,2019-04-06 11:55:16.343087
6V_aZsATDsM,618,0,22,0,1209,70035,2019-04-06 11:55:17.697960
qg0GdM60syI,16,1,0,0,4,1648,2019-04-06 11:55:18.824563
8j_BYfVEyhA,1851,1471,796,0,5886,714322,2019-04-06 11:55:20.215117
9ymjcSvEyhk,251,493,378,0,8645,715282,2019-04-06 11:55:21.747361
oB3SAI2oCqk,64,1,1,0,27,7915,2019-04-06 11:55:22.879414
HNa_UWX51_s,289,1102,741,0,35420,1670719,2019-04-06 11:55:24.297489
08nkwgZIE4I,228,1549,1119,0,42299,3390303,2019-04-06 11:55:25.873649
5Smb3tZD1Qc,217,696,385,0,4643,783077,2019-04-06 11:55:27.376389
YHDbsyyjld0,314,629,37,0,7682,142644,2019-04-06 11:55:29.026994
uyl6WtHEYOQ,134,64,36,0,1006,85022,2019-04-06 11:55:30.258372
bhoFXkVy8JA,0,0,0,0,0,0,2019-04-06 11:55:31.551232
_w58R1OGQFA,269,57,94,0,1037,94992,2019-04-06 11:55:32.786161
BEweWXa5Twk,790,2212,931,0,49094,1549834,2019-04-06 11:55:34.035416
egXr0PU-kCY,1132,7250,2379,0,74596,2259835,2019-04-06 11:55:35.387401
fIQ2Ty2OL34,430,188,11,0,540,29508,2019-04-06 11:55:36.700754
d_j512i2k6c,473,1988,689,0,11057,761827,2019-04-06 11:55:38.247212
4d07RXYLsJE,24,2,0,0,4,2570,2019-04-06 11:55:39.457159
DOIw62TXYkg,125,1568,900,0,11727,7079077,2019-04-06 11:55:40.727226
0lbJHqAGpbA,88,15,5,0,386,253603,2019-04-06 11:55:41.898836
JuP1Z8xpRb8,227,301,81,0,3983,147732,2019-04-06 11:55:43.570256
CR9zYgr84QY,517,291,77,0,7635,217111,2019-04-06 11:55:45.028827
1640fZpYBSY,83,565,73,0,1244,388655,2019-04-06 11:55:46.240007
M2-IpsWQUWs,153,934,607,0,14260,1036678,2019-04-06 11:55:51.518482
7m630xvAJtA,230,37,18,0,526,65968,2019-04-06 11:55:52.623705
510KQ_LXGww,1095,304,3856,0,100488,2082255,2019-04-06 11:55:53.893306
CO9dIyNM_9Q,99,759,183,0,677,273981,2019-04-06 11:55:55.086723
hX643KbiI4s,0,0,0,0,0,0,2019-04-06 11:55:56.235464
mwpHSMv1pI4,220,1270,291,0,20099,575748,2019-04-06 11:55:57.360465
Mfiim71QdYQ,298,477,111,0,553,57537,2019-04-06 11:55:58.600845
UFPSIa1cLRQ,194,283,99,0,6550,314731,2019-04-06 11:55:59.800538
o78x918zbFk,948,27746,2593,0,69100,1847489,2019-04-06 11:56:00.942447
iNf6VErGDLI,475,4986,3272,0,84963,3526432,2019-04-06 11:56:02.137953
6ixU_vdE0Es,390,1630,163,0,62490,1379273,2019-04-06 11:56:03.359634
wRGldR_SQAA,0,0,0,0,0,0,2019-04-06 11:56:04.790622
agKDPntMv-E,420,1598,524,0,4661,573168,2019-04-06 11:56:06.193906
Xl38SuxyrgM,564,41,15,0,176,21035,2019-04-06 11:56:07.370235
u7pV4vxD1bs,304,89,75,0,75,189474,2019-04-06 11:56:08.593673
zYWt2mnalP8,190,3781,2660,0,76121,1290133,2019-04-06 11:56:10.051504
PoNWU2cox9w,255,2251,964,0,53033,3480054,2019-04-06 11:56:11.561552
6hTzM1BPdU8,433,1857,170,0,16057,690262,2019-04-06 11:56:12.802282
MCW5HUkrr-o,672,3803,971,0,64903,2023235,2019-04-06 11:56:13.908161
YvfYK0EEhK4,138,4632,3964,0,104772,4567738,2019-04-06 11:56:15.383368
cxMvzK2OQTw,163,6325,9148,0,26282,1466108,2019-04-06 11:56:16.761367
bAkEd8r7Nnw,628,10637,4066,0,175583,9460632,2019-04-06 11:56:17.932875
ItYOdWRo0JY,655,24168,90737,0,104608,11920561,2019-04-06 11:56:19.218605
5530I_pYjbo,351,43672,10177,0,1180303,24482807,2019-04-06 11:56:20.710350
dUMH6DVYskc,42,4003,6778,0,12462,2585773,2019-04-06 11:56:21.879165
gjXrm2Q-te4,76,5449,1522,0,102270,3543090,2019-04-06 11:56:23.102178
9SK1I0V6U5c,358,14194,5419,0,277333,17435943,2019-04-06 11:56:24.682895
VsYmwBOYfW8,267,3692,4133,0,82763,10857028,2019-04-06 11:56:25.915995
CtBca6H6Teg,304,4570,682,0,44214,2298367,2019-04-06 11:56:27.442814
pcWKpGzhgq4,161,700,292,0,17492,1894847,2019-04-06 11:56:28.663989
L3br0klRqF4,24865,446,350,0,690,176515,2019-04-06 11:56:30.297891
9kF9xY74h-E,414,11851,1015,0,244088,3444580,2019-04-06 11:56:31.635964
p2EY93WfBQk,947,2510,761,0,38355,681802,2019-04-06 11:56:32.944916
xL_qpDkF5A8,75,1123,350,0,13962,2294424,2019-04-06 11:56:34.188091
eQVhAN7-IAw,233,4416,1267,0,94523,2825440,2019-04-06 11:56:35.762509
Y9nDagqKL7Q,17,2519,643,0,59318,1754392,2019-04-06 11:56:37.286840
DbJ2s_g1oDc,651,3060,1585,0,34489,1911757,2019-04-06 11:56:38.597929
KJ12FVmumeA,362,945,296,0,1860,377063,2019-04-06 11:56:39.725329
qDAxDcjgn-8,568,3551,1524,0,16628,681153,2019-04-06 11:56:41.358671
815lSYphlbw,530,1027,154,0,10929,567814,2019-04-06 11:56:42.463428
E_86MEdNsAI,522,1871,256,0,20543,632937,2019-04-06 11:56:43.680412
Cr9oGxr0Qa0,405,1286,168,0,14233,526934,2019-04-06 11:56:44.992509
g0K5QoEj7FQ,48,99,152,0,219,60839,2019-04-06 11:56:46.117648
l4bAoNAx2uo,392,38600,14492,0,64700,5258741,2019-04-06 11:56:47.277364
TSqwDQHE1J8,0,0,0,0,0,0,2019-04-06 11:56:48.440682
MltuW2kcREI,788,6833,2116,0,144398,6422226,2019-04-06 11:56:49.886990
jGiqc3HSxEg,443,970,381,0,24029,650373,2019-04-06 11:56:51.162080
XrDlDj9DfZs,110,180,117,0,2583,232945,2019-04-06 11:56:52.416891
Z3OZyb2iWqQ,323,171,116,0,4250,482627,2019-04-06 11:56:53.802452
Hq89wYzOjfs,3296,0,457,0,8200,755351,2019-04-06 11:56:55.248234
vZzIS17HexE,248,100,119,0,952,68389,2019-04-06 11:56:56.770947
yZGSIpcAfEo,0,0,0,0,0,0,2019-04-06 11:56:58.126196
zxUwbflE1SY,166,6289,410,0,18295,1396528,2019-04-06 11:56:59.298810
7oRdswHqaf8,352,594,54,0,3228,77563,2019-04-06 11:57:00.452256
qC0I5PEhkJo,177,35,16,0,183,125581,2019-04-06 11:57:01.713340
0zk2SwmCpss,248,324,18,0,1216,122332,2019-04-06 11:57:02.945152
SGVbdo2CkgI,318,224,163,0,9822,551991,2019-04-06 11:57:04.166793
NfLVVJOuY5M,214,623,88,0,18712,495578,2019-04-06 11:57:05.739060
F388-6yDDpc,536,3190,673,0,7102,1323696,2019-04-06 11:57:07.266616
KhdecX0qjNA,222,393,146,0,14589,521014,2019-04-06 11:57:08.717275
kWIzjMWmuYk,366,1743,47,0,6487,61873,2019-04-06 11:57:10.219967
symdi5KSJts,167,966,740,0,32379,1765973,2019-04-06 11:57:11.640699
5hEJsoDP2q4,226,2744,1478,0,62370,1651799,2019-04-06 11:57:12.906003
lBHPVE3AI6Y,233,446,58,0,459,135713,2019-04-06 11:57:14.369252
kIUHDwn51y8,138,754,86,0,5166,320755,2019-04-06 11:57:15.493637
Lz7dya576HY,352,92,62,0,905,89804,2019-04-06 11:57:16.987542
kqmhCaF5_44,220,171,149,0,1947,140397,2019-04-06 11:57:18.405823
eAyxMv4IBH8,137,355,376,0,7051,494490,2019-04-06 11:57:19.675760
EJu_wPGFTw0,270,6,4,0,59,12225,2019-04-06 11:57:20.812819
MKLlDnUqho4,162,443,191,0,5175,137117,2019-04-06 11:57:22.018245
wwZ-T_WQ03A,826,1942,1797,0,27001,1702556,2019-04-06 11:57:23.378891
i-LCORFB860,206,437,675,0,2483,2834180,2019-04-06 11:57:24.992768
vWYyZMH_QjA,197,521,118,0,5511,81317,2019-04-06 11:57:26.681610
VJlSq6h0LNg,1761,60,60,0,17,7407,2019-04-06 11:57:27.959967
ijJPFowBsBc,1047,349,215,0,5480,203438,2019-04-06 11:57:29.356011
HBS9783c0BI,0,0,0,0,0,0,2019-04-06 11:57:30.873865
JwboxqDylgg,12728,72,39,0,352,57570,2019-04-06 11:57:32.171889
1WDj0DddCcM,646,12,36,0,11,7124,2019-04-06 11:57:33.690154
bqgVB6Vl-lI,601,1519,1145,0,80581,6934741,2019-04-06 11:57:35.205934
ZhSk8mPSWCg,75,23,5,0,52,4954,2019-04-06 11:57:36.851809
qooQd8AA7_M,201,62579,37879,0,1186934,111511435,2019-04-06 11:57:38.226773
9KIP-Ncp2jU,111,9,62,0,294,123394,2019-04-06 11:57:39.685631
i4YQRLQVixM,95,1105,1030,0,3051,1364437,2019-04-06 11:57:41.238199
Fyyua5JzD9w,52,31,11,0,429,56914,2019-04-06 11:57:42.459974
9Th4qTv-4jE,95,28,5,0,77,43628,2019-04-06 11:57:44.045546
uTH--XRCGxM,67,235,135,0,12995,513403,2019-04-06 11:57:45.183695
ttf_EzEkxBk,172,5175,3629,0,6247,3749817,2019-04-06 11:57:46.607824
l7je4VAUvjA,52,0,138,0,320,153071,2019-04-06 11:57:48.139884
8-Cjsnq8kVU,130,18327,9516,0,454338,20361801,2019-04-06 11:57:49.272721
hpapqEeb36k,233,2646,1213,0,59427,2296209,2019-04-06 11:57:50.700836
cmoknv58jjE,855,10004,9773,0,76568,3306007,2019-04-06 11:57:51.831075
sottGW1p5os,701,14308,3614,0,331197,16256443,2019-04-06 11:57:53.000387
EEIP1YpFXrE,415,13651,1762,0,96955,4790951,2019-04-06 11:57:54.199863
pgjRX9oGF7g,333,8666,1806,0,36327,1236365,2019-04-06 11:57:55.614437
_BVAJ3PXZ1k,387,3207,1391,0,25850,1465630,2019-04-06 11:57:57.015856
8hKbIhrb1WU,355,7178,3533,0,136030,10679800,2019-04-06 11:57:58.336685
RTaDvKMtUeA,206,887,734,0,26985,2149269,2019-04-06 11:57:59.472280
jG1JY0rt2Os,217,22946,12778,0,352378,25426259,2019-04-06 11:58:00.622662
RrhSJzM8NLE,395,1292,1390,0,25723,2440291,2019-04-06 11:58:01.732133
0gwkMY-mzUQ,31,1745,1129,0,41068,1491446,2019-04-06 11:58:02.970015
UwdLlnPaRAU,435,3656,844,0,74671,3404062,2019-04-06 11:58:04.098252
ve3oQBjcAGI,916,14577,4446,0,75512,4093715,2019-04-06 11:58:05.645911
C4YNcqNF4hg,318,1186,480,0,47246,2507342,2019-04-06 11:58:07.192605
k1cA-Wh3Tc0,1227,8804,2385,0,32618,2183269,2019-04-06 11:58:08.701360
Mn-3c6of8t8,105,2078,650,0,20077,595456,2019-04-06 11:58:10.232240
TN5jzDgORqQ,111,435,413,0,6522,1046801,2019-04-06 11:58:11.600461
9Ca8zWJOlFQ,955,16814,6459,0,126035,5601530,2019-04-06 11:58:12.740455
mcqWcLDUeag,0,0,0,0,0,0,2019-04-06 11:58:14.030752
4SANXNco_y4,203,459,258,0,5618,264966,2019-04-06 11:58:15.273034
-oXybog2IuI,411,156,25,0,1834,74556,2019-04-06 11:58:16.652240
oRF2-ZloSqg,310,2185,631,0,20519,1109506,2019-04-06 11:58:18.089558
lzgQrHFDNLE,211,1011,1355,0,11294,471373,2019-04-06 11:58:19.271457
0ANDjPQPS_Q,754,486,100,0,3805,40549,2019-04-06 11:58:20.635813
4ftGS_6i7mM,53,33,17,0,145,42657,2019-04-06 11:58:21.772071
upEIZAihcwo,0,0,0,0,0,0,2019-04-06 11:58:23.052166
Jidk0O6uu-0,181,516,66,0,5739,126728,2019-04-06 11:58:24.708011
64IIfxDrhJY,137,195,55,0,1242,166170,2019-04-06 11:58:26.339304
k-w8GxCpsCU,78,7,1,0,67,16639,2019-04-06 11:58:27.485302
yxFdue1dCtE,1382,288,70,0,2046,145177,2019-04-06 11:58:28.899468
aAm6AHr14zY,0,0,0,0,0,0,2019-04-06 11:58:30.464474
ryqZUqgjvW8,657,1051,474,0,2701,114111,2019-04-06 11:58:31.670719
I-5CODzeGEE,740,1208,150,0,8127,193077,2019-04-06 11:58:32.790230
FEjZiCPuvqQ,159,563,64,0,2814,90741,2019-04-06 11:58:34.462251
ENr6CXm1YxU,194,155,158,0,5248,432594,2019-04-06 11:58:35.692275
3x0usYgljOk,149,88,5,0,307,21081,2019-04-06 11:58:37.065509
R9c-_neaxeU,839,907,101,0,9673,280916,2019-04-06 11:58:38.460427
VonJ4ASDO40,503,2681,949,0,12173,666588,2019-04-06 11:58:39.644718
iyrefjMs64k,1089,972,893,0,2495,92566,2019-04-06 11:58:40.895481
GKUE2U2qlzY,115,563,140,0,9914,1346416,2019-04-06 11:58:42.053000
N0tmF4j4K6g,200,174,22,0,2679,77991,2019-04-06 11:58:43.265060
SFdO-19Xdho,224,316,132,0,10461,857727,2019-04-06 11:58:44.832254
qK8AcryiniI,30,33,22,0,62,76784,2019-04-06 11:58:46.170793
KLZl_sxSN_g,159,0,0,0,4,1781,2019-04-06 11:58:47.361133
QKwgif8OW1w,40,2,0,0,12,2505,2019-04-06 11:58:48.651671
-JVITToppE0,870,4,2,0,9,762,2019-04-06 11:58:49.940370
sH0Agabp3Rs,133,249,9,0,471,24977,2019-04-06 11:58:51.138895
eijd-yjXY9E,251,111,38,0,820,26742,2019-04-06 11:58:52.763665
fGTfbMioezc,45,78,37,0,605,90753,2019-04-06 11:58:54.273882
8tbQHHso0oY,33,1370,351,0,2242,1437882,2019-04-06 11:58:55.675241
G8gJ4RTBxcg,35,67,23,0,155,581669,2019-04-06 11:58:57.063423
fRj34o4hN4I,55,39498,6247,0,250452,17142221,2019-04-06 11:58:58.494930
coOKvrsmQiI,153,31667,18733,0,254203,42222461,2019-04-06 11:58:59.601333
p8XP7A7kvzM,524,25408,18676,0,512622,40796754,2019-04-06 11:59:00.798118
pOEzjT-SED0,218,34041,38746,0,242664,19224884,2019-04-06 11:59:01.960727
p9wE8dyzEJE,135,9916,2614,0,74779,16907387,2019-04-06 11:59:03.320774
