video_id,views,likes,comment_count
6tgptWcKkgc,12,12,12
6tiphMs-dCY,6,6,6
6uJf2IT2Zh8,7,7,7
6vbFe6F48Uo,6,6,6
6vgGGAm7ANc,4,4,4
6wGj89GE6aQ,12,12,12
6wHVgiM0R54,7,7,7
6wHZT2t78E4,2,2,2
6wpb3YfXGqU,5,5,5
6wuV4531d9c,6,6,6
6xMBmvevhj0,10,10,10
6xUPaVfmcUs,10,10,10
6xUnndUTDBQ,13,13,13
6xe64i_4GhM,6,6,6
6xnTeGwRCGY,6,6,6
6ztB3fg9knE,7,7,7
71X7a8eu73k,11,11,11
72Qahj0U0Lw,10,10,10
72hlr-E7KA0,7,7,7
73_OWzBr8Fo,15,15,15
73w5fYHqVwA,2,2,2
74LFfWHc0oo,5,5,5
76-ui4F8DJ0,3,3,3
76LcOD4aY-o,4,4,4
76XBys_HXq4,7,7,7
76c_nxhuVdM,1,1,1
77McSTzTgg8,3,3,3
77e7n60Zs9E,1,1,1
7AXo-bYGXI4,8,8,8
7BdizVgHf8I,8,8,8
7Bgj9c48zHU,8,8,8
7BlT28Tl_VI,9,9,9
7Bq_H1ci9ec,4,4,4
7C2z4GqqS5E,14,14,14
7COF8AhH9Z8,6,6,6
7DbslbKsQSk,16,16,16
7FA21oJ3-hw,13,13,13
7FM_MfpYOLU,6,6,6
7FceZB6qMiA,1,1,1
7FgazlhALyE,1,1,1
7HGCE6-LMBg,14,14,14
7HIt7pA4WqY,11,11,11
7IUWv-GmGQg,4,4,4
7IZZrxZ6uxA,5,5,5
7J4nN0Te9m8,11,11,11
7Jz8wZbXuDA,8,8,8
7LjC-nUPrNg,6,6,6
7N_tNfBxCxE,2,2,2
7NcVNt7zQJM,6,6,6
7Nv1KoqM6vc,1,1,1
7OsFH1XBUG8,3,3,3
7P-PNa0bxQg,13,13,13
7QLZXfVJmEY,3,3,3
7Tivcf-zIOU,12,12,12
7UoP9ABJXGE,24,24,24
7VC4zX1vDE4,7,7,7
7VnEPIBsp20,9,9,9
7YibRBd46oo,1,1,1
7ZhaNwZbco8,2,2,2
7_FJUSBFbJM,16,16,16
7aRxsmfBDI0,6,6,6
7bDvhiHoH-c,7,7,7
7bfS6seiLhk,6,6,6
7cTi6PHUqMw,6,6,6
7cmzAjwmc5k,6,6,6
7cqYiUmutGI,10,10,10
7dKownfx75E,4,4,4
7dNu1AorSYc,4,4,4
7dbRDavsp6I,6,6,6
7e-uqc8H2BU,2,2,2
7efwdTlRvvs,4,4,4
7fm7mll2qvg,1,1,1
7gdoj1ViJ8M,9,9,9
7ghv9MJHlfs,1,1,1
7iQn-toQp6A,4,4,4
7iksIsZOCBM,3,3,3
7kLO2AB5SPM,4,4,4
7kRDYwtE10Y,9,9,9
7keZTcdouoY,12,12,12
7l2NnC0MNt4,4,4,4
7lIfFJgmJsY,4,4,4
7m630xvAJtA,1,1,1
7oRdswHqaf8,5,5,5
7pXcSzCvYvs,3,3,3
7rOQv_6L9fQ,3,3,3
7s71D2kQrFE,3,3,3
7sEKooUZi7I,4,4,4
7tYUMo3IgXg,7,7,7
7u6rMOvvTzU,7,7,7
7uvxjNut1gk,3,3,3
7vLYNDTqpvQ,4,4,4
7wDUrQAaYsM,8,8,8
7xN52zQzYy8,6,6,6
7xhxjcejONk,3,3,3
8-Cjsnq8kVU,8,8,8
8-fwdc3OSaU,8,8,8
8-u5nd2GqNE,7,7,7
80GNn_eIOhI,1,1,1
80L97nV_vQc,5,5,5
815lSYphlbw,2,2,2
817P8W8-mGE,7,7,7
82zGhWVXXxg,13,13,13
83paNSKdfNM,7,7,7
84hXRY0uwQ0,7,7,7
84iujjDAqHw,5,5,5
84p7f-Rh-RY,4,4,4
86ysRAffCpI,23,23,23
883Omd2YqXE,10,10,10
8857-yQOZ2o,8,8,8
88EB0TEGQDA,5,5,5
88kkrRv1UgI,8,8,8
88qeUDD9Vv0,6,6,6
894X4nV9Mys,11,11,11
894rSubVE5E,14,14,14
89OP78l9oF0,7,7,7
89PKbJ2NAqc,1,1,1
8B2esiq24Hg,6,6,6
8BAhwgjMvnM,7,7,7
8BQqX3bUqtY,7,7,7
8C8pRDetZr8,6,6,6
8D7c9CY7vXk,5,5,5
8EK-QMtHhMI,7,7,7
8ENIIcMmeD0,8,8,8
8EiDiriAmfk,8,8,8
8FqgrgVPvio,4,4,4
8H0alk0e0tg,1,1,1
8HTdbCohTXY,5,5,5
8IEvxQKzLyI,6,6,6
8I_NkJ8VTEI,8,8,8
8I_uK7WBbjI,6,6,6
8J2q99ApzGs,4,4,4
8JfMdhrbehY,15,15,15
8Jmd7-1quDM,3,3,3
8JnfIa84TnU,14,14,14
8KT1UCsOE74,5,5,5
8KaKWPJq5dY,6,6,6
8KgiaRPxRnQ,7,7,7
8LPVjHxXvJM,3,3,3
8LSpT5xF3UI,7,7,7
8MPbR6Cbwi4,7,7,7
8MfSVTHqNHU,6,6,6
8NHA23f7LvU,1,1,1
8O-ZUXGcuWU,1,1,1
8O_MwlZ2dEg,13,13,13
8Ojf1RVqRn4,4,4,4
8PRrH-1kuwY,4,4,4
8RMScghsI6o,6,6,6
8RsDxpyUa_U,9,9,9
8SxMEqwKVUs,8,8,8
8U-7F0QfLCE,4,4,4
8UHMSVOHddE,12,12,12
8V08Gu1DOgE,3,3,3
8WbxbqwdWog,3,3,3
8X2kIfS6fb8,2,2,2
8XBLuU_4Qgo,17,17,17
8Y5-GI9hYcI,18,18,18
8_rTIAOohas,5,5,5
8bKKVuZA0ys,2,2,2
8bNu6Ktj858,15,15,15
8bXF29AeVQc,2,2,2
8bn9OBHoO0k,6,6,6
8bqvu8eFZss,4,4,4
8brYvhEg5Aw,2,2,2
8cpqLRC7T80,6,6,6
8dHNmfLJeR8,7,7,7
8d_202l55LU,4,4,4
8dsf7S5GO1U,1,1,1
8eo-L_3OWAQ,13,13,13
8fbyfDbi-MI,18,18,18
8gE6cek7F30,7,7,7
8gcUmiOlM1M,3,3,3
8h--kFui1JA,29,29,29
8h2rlhsN9DI,6,6,6
8h7cnLWQKtM,5,5,5
8hKbIhrb1WU,1,1,1
8hYTPl7MkiA,13,13,13
8ikZqUKIHbY,7,7,7
8j_BYfVEyhA,1,1,1
8jp3SxojXpU,9,9,9
8kFnLQySIzU,1,1,1
8l_e6bx8UG8,2,2,2
8ll04Zzw5UM,8,8,8
8mCcM-PUmLM,8,8,8
8mQelXnPxUQ,7,7,7
8mhTWqWlQzU,3,3,3
8nsWMmFYRqE,6,6,6
8oKl_qDJHt4,7,7,7
8pB4fkdD93o,3,3,3
8pffcngJJq0,5,5,5
8qL4lMQQ9IE,6,6,6
8qW6fjiMhgo,4,4,4
8rQT3PWQoNI,2,2,2
8rWuGBPA7bE,7,7,7
8rbE3RssSEY,6,6,6
8rqztDFvmZ8,7,7,7
8sAApdJdG3A,1,1,1
8sg8lY-leE8,5,5,5
8szK9FBpdPI,1,1,1
8tbQHHso0oY,2,2,2
8uArRFr7_YY,3,3,3
8uBP6UL-jEU,9,9,9
8udNOTFiqUs,10,10,10
8uvIPHtKoQQ,6,6,6
8vCn190ti9U,3,3,3
8vl82FssW5k,1,1,1
8x7UtZKwfHA,5,5,5
8z_cg5CypRc,1,1,1
9-2FS7XpTh4,4,4,4
903QDFbbeww,3,3,3
90CCjgX0n20,5,5,5
90uhxbfUfC4,6,6,6
91Q0kddGWLc,8,8,8
92BKdIai4ck,5,5,5
92HCNclQOYo,7,7,7
94k6kEVGZzg,3,3,3
96bpvMCfBfo,7,7,7
96oKlWv5wSo,23,23,23
97Gh0LRdKu4,6,6,6
98QDI87DdcY,8,8,8
98ixGAcR1T4,1,1,1
99t4EBwIAt8,20,20,20
9Ca8zWJOlFQ,1,1,1
9D0eyl7-XQA,1,1,1
9DUfFHaUpxg,4,4,4
9DjgOFSBJYc,8,8,8
9FVkXIj-wLQ,1,1,1
9GqohosViw4,4,4,4
9H2SSvQ8ihA,5,5,5
9JBKuNrd5m8,19,19,19
9JQ2gHDPnDY,14,14,14
9KIP-Ncp2jU,2,2,2
9L4-DV1nVek,1,1,1
9NC2saE5MbQ,21,21,21
9NkHIv25IH4,6,6,6
9O4WaQ1zqUE,4,4,4
9O5PhuW927w,5,5,5
9OGr-2g0zVs,5,5,5
9OeZYhjyweQ,7,7,7
9POblaMln4Q,18,18,18
9PhM-zCmTFs,6,6,6
9Pwy-cAf09I,1,1,1
9Q1WSQ7R8U8,8,8,8
9QkNE2m4ZDM,4,4,4
9QojtREFuFU,17,17,17
9Rr9u6QGgVc,7,7,7
9SCNLl0MQPM,12,12,12
9SK1I0V6U5c,7,7,7
9Szts88zY4o,1,1,1
9TCdWhmtxCk,11,11,11
9TUBf6l7FBg,3,3,3
9Tb3xPmr3yg,8,8,8
9Th4qTv-4jE,3,3,3
9Tuqhjq5ANQ,6,6,6
9U2kr_QfhoQ,2,2,2
9U9N7U2XdcI,1,1,1
9VH4yQrU_SY,1,1,1
9WFf9XY5rME,14,14,14
9WT7NU3Rwr0,5,5,5
9WXQr3WVrbU,9,9,9
9WwKW2wIU-k,3,3,3
9XSULcLI6Hg,3,3,3
9YlnHbN28jo,13,13,13
9Z26NYFJizI,3,3,3
9ZrAjnPHzjQ,5,5,5
9_lkVzzd6rE,6,6,6
9aC3UOu5dR0,1,1,1
9bAiXJoNdy0,9,9,9
9bdXZzQvb0U,3,3,3
9brhgq2OmXw,2,2,2
9d-Z7V5kZvQ,5,5,5
9dHLFD_Jveo,6,6,6
9dmij6g-iZc,6,6,6
9efQnL-nlUg,8,8,8
9fKALFSxX_Q,13,13,13
9fe3ECuYWlI,1,1,1
9fed80dZ5wM,7,7,7
9flXyzcSfT4,5,5,5
9i3GtPIS0-4,5,5,5
9jRtpMKLsts,15,15,15
9kF9xY74h-E,6,6,6
9m9oO84Q2fk,14,14,14
9mwM1VB9qs0,7,7,7
9o-gcCwMOgA,5,5,5
9o2FXVhjLyY,7,7,7
9oFP-pOMNwE,2,2,2
9oyKePWRi8Y,9,9,9
9pXLSjDkcEE,1,1,1
9pbCuFxRuqs,6,6,6
9qRqfWJ6ONU,4,4,4
9qlF_9PNhJs,13,13,13
9r6NI9m_IxM,6,6,6
9reizHjwuNY,8,8,8
9sRQQRiltrE,5,5,5
9sbnGfWaOwQ,5,5,5
9t9u_yPEidY,4,4,4
9udUUMxQNG0,3,3,3
9uez2DBg9Mg,9,9,9
9vDdx1dba6c,6,6,6
9v_rtaye2yY,7,7,7
9vlKOFd73XM,4,4,4
9wD5OsJM-Pc,6,6,6
9wRQljFNDW8,1,1,1
9wg3v-01yKQ,1,1,1
9x8JN8zDqis,15,15,15
9xSx-5tmq44,3,3,3
9yDNAc8YS9c,13,13,13
9yWnVxe1qp8,11,11,11
9ymjcSvEyhk,1,1,1
A-JtybJbVbA,4,4,4
A0FZIwabctw,15,15,15
A2dIL4sf4TQ,11,11,11
A34O0pCAQ60,1,1,1
A34u94sPuKg,3,3,3
A3_c-aSZF5M,6,6,6
A4cASDml7Vk,5,5,5
A6-P1-xxF9Y,7,7,7
A637CH916wY,3,3,3
A6owSHYjOiE,4,4,4
A8HLnDP6uRM,7,7,7
A8QY1IRPGTY,1,1,1
A9QDgSTVhyM,5,5,5
A9R5tJPbcKI,1,1,1
A9YcrloL3oE,7,7,7
A9k89DYdHKQ,6,6,6
AAbtGz8dHKc,6,6,6
AB_u_kOSP8Y,2,2,2
ACHZrvF6mTA,5,5,5
AEAHRq62p3Q,6,6,6
AFC5RaH4xMg,1,1,1
AFZZNlog8sA,5,5,5
AFbu21AGSho,21,21,21
AGPMMAjBt6c,5,5,5
AHIcMK_7-Us,1,1,1
AHIrklVaooQ,1,1,1
AIrxDop0GCQ,4,4,4
AJ2xkh-6tL4,2,2,2
AJUiQU8-w8E,11,11,11
AJYb0Yom5UQ,3,3,3
AJaHx4CDD-k,1,1,1
AJkOHavUH_A,4,4,4
AKmlFyQaiXo,2,2,2
AKstzozuLKY,5,5,5
ALXiloyym0M,9,9,9
AM1pavPRU8E,5,5,5
AMiXme4bMUk,5,5,5
ANDqRchWuMc,5,5,5
AOvCyD9bbDM,8,8,8
AP14dJZzKkA,6,6,6
APASP1YKH60,11,11,11
AQxBqfy4Faw,13,13,13
ARA0AxrnHdM,3,3,3
ARuS950sgXM,2,2,2
ASNA5kkMQ20,3,3,3
ATFwMO9CebA,6,6,6
AU9I1MX0c2s,12,12,12
AULfqQCVmWY,1,1,1
AV1SWIPxxFM,6,6,6
AV5TOlGFHk0,5,5,5
AW9M7Cmzjj8,2,2,2
AWgfOND2y68,9,9,9
AWtpYfjylCo,6,6,6
AYte8ks2KAk,1,1,1
AZ4sakIfXUE,6,6,6
AZQvPibYXRo,1,1,1
AZTn1UMs408,6,6,6
A_fUji0jTAE,6,6,6
A_mlvG_nRsg,2,2,2
A_yJqOZcIQ0,2,2,2
AaALLWQmCdI,12,12,12
AcoALQl7jfA,5,5,5
AeB90B9__xM,6,6,6
AeVrH_3igzk,1,1,1
AenmqoozqoA,6,6,6
Agg73-6QOYo,1,1,1
AgrK2P3Ruug,3,3,3
Ah7ldw_WmtE,5,5,5
AhIh8lLYzLo,3,3,3
AiH3nDqWr9I,9,9,9
AixWaRt1ulk,7,7,7
AiyZ92_JZxA,6,6,6
Aj5oA0YxCi0,5,5,5
AjMBDpRXsYA,7,7,7
AkCLxl3MzNA,21,21,21
Ali918UJSpU,3,3,3
Alt2HGrsfnw,3,3,3
Am6NHDbj6XA,8,8,8
AmZJwThOfzE,1,1,1
An6cskMsG7c,1,1,1
Aopb6YZyeFU,3,3,3
AoswyJLilgo,16,16,16
AsTdC2RToIA,11,11,11
AshvBTw5Z84,20,20,20
AtCLwYFRp4o,5,5,5
AtbyHpFeVDI,2,2,2
Atx-0_G1KHQ,3,3,3
AuWwlxym68g,6,6,6
AvFNCNOyZeE,12,12,12
AxWxJNHoLC8,6,6,6
Ay420BlEtb8,1,1,1
AzLYMcneJMU,2,2,2
B-PVT_rclnM,2,2,2
B0R9wQAFBbI,1,1,1
B1Kitc6cMXw,8,8,8
B1pdDGaC9Mk,1,1,1
B1r4Z3nXPVA,8,8,8
B2MvoBRzrm4,4,4,4
B2W7c3XRBwQ,14,14,14
B2YCf8dTkIM,7,7,7
B3JFSL8AA70,5,5,5
B3qT1k0r9pw,17,17,17
B450jhJ5vHg,3,3,3
B4C10LKAcZQ,15,15,15
B4gXsobd_ao,1,1,1
B4mK5OElAFQ,7,7,7
B5HORANmzHw,2,2,2
B5gu6o6CIDA,7,7,7
B7AjF4of300,6,6,6
B7B6x2bHcUs,3,3,3
B8R148hFxPw,10,10,10
B9127l-xpdE,3,3,3
B9nVxg3DqAM,8,8,8
BBQ-2BUGQv8,1,1,1
BC19fhyTG_M,6,6,6
BEcs3TL8DII,6,6,6
BEweWXa5Twk,1,1,1
BFWI0GQZA14,7,7,7
BFkTu8Y1KLs,15,15,15
BFqNP8VqoPs,8,8,8
BG0a04PX-zY,2,2,2
BGk6_KEFtLE,3,3,3
BGszdLW-VqM,11,11,11
BGtsTNCMrQI,3,3,3
BHloD113J54,6,6,6
BHuH-vySEMA,1,1,1
BIPpvsf98wI,1,1,1
BIQK4-9YFW0,12,12,12
BIVGh32dVnE,4,4,4
BJ2yzCRPonA,13,13,13
BJDGBNFxO7o,9,9,9
BJeCOo_CRyE,7,7,7
BL4dnvBytLA,2,2,2
BLOIU9DpLq4,2,2,2
BLXLPisBe8s,11,11,11
BLts9UN_K3g,7,7,7
BN7rNfOsBJo,6,6,6
BOKzXQdA4Nw,10,10,10
BOQ-wZQhZZo,1,1,1
BOZngVYS04s,5,5,5
BO_g-ncp5wE,2,2,2
BP9HNVuGb-g,6,6,6
BPQHG-LevZM,4,4,4
BPmAxzEJpWA,11,11,11
BPmgDhwbd1w,1,1,1
BQ31l1gPGKM,4,4,4
BQC09Mdn24w,8,8,8
BQGpIPZx0qc,3,3,3
BQ_0QLL2gqI,9,9,9
BR7AnZ3S8u8,2,2,2
BSHh0MmJM1U,1,1,1
BWJY1na9qao,5,5,5
BWPrk9PUwQE,4,4,4
BWYA0CYJV74,1,1,1
BWp5WAFGV60,8,8,8
BXnGUUsdnR8,14,14,14
BZt0qjTWNhw,23,23,23
Ba4j_q02FM4,15,15,15
BcruuWQ2_9Q,11,11,11
BdwJ0uXIV_U,8,8,8
Bf22Vq5phKo,2,2,2
BfawmhUVXVo,7,7,7
BfbIoUMdKZ0,5,5,5
BhIEIO0vaBE,10,10,10
Bhplg8YCu-M,7,7,7
Biex1XR_mpo,10,10,10
BjRNY3u3bUw,6,6,6
Bju5Enu--80,5,5,5
BkpwPKZb_Zo,10,10,10
Bkus04-5kWk,7,7,7
BlHVpQfxJt4,6,6,6
Bm8rz-llMhE,12,12,12
BmMuLuG1yW8,6,6,6
Bmn2STJUWJs,8,8,8
Bn02bclCu5A,7,7,7
BqLwMIA-HlY,6,6,6
BrqFTswejpU,4,4,4
Bs-Hr-gEJAU,19,19,19
Bs5Ml7_2wT0,6,6,6
BsadA7UR110,2,2,2
BspHjvU11y4,27,27,27
BtvRaMPJWLs,14,14,14
BuFrAmdWveY,2,2,2
BubFE0CYMYg,2,2,2
Bx1aWLcUF3A,3,3,3
BxZYIjdgGtg,5,5,5
Bxhew4TpiAg,6,6,6
BxhxZHqHDGA,2,2,2
By6Mi7VlqcU,8,8,8
ByO3RFHMdSs,2,2,2
ByeyFfOHgQA,7,7,7
ByucbuSe958,3,3,3
Bz947t-vWzE,6,6,6
Bzji05zubSc,6,6,6
Bzu4G8uZs-4,9,9,9
BzzG-yDxA1c,5,5,5
C-DfipidnOE,9,9,9
C-rumHvmqCA,9,9,9
C0KnxhQMLBU,3,3,3
C1fRIyBW4kk,2,2,2
C2-bOy3H6Ss,5,5,5
C3B69-LeVCY,2,2,2
C3_spbo8eVc,12,12,12
C4YNcqNF4hg,4,4,4
C535gMNdiDk,1,1,1
C54cHGCwBdk,17,17,17
C5jcZGcMdaI,6,6,6
C6Oo9Hel6MI,7,7,7
C6SZa5U8sIg,6,6,6
C7lQ_jqSqKQ,13,13,13
C7mxTEskjQg,13,13,13
C82YHbZNmKs,5,5,5
C9XDrAfT7ks,4,4,4
CA6A3ZlGlH8,6,6,6
CBVGjS_EJok,5,5,5
CFa-pa0-VqI,16,16,16
CFwXUarN-wg,1,1,1
CG9yQ8PXf6o,16,16,16
CH3aAnw7XeU,8,8,8
CHXD9k19q1Y,6,6,6
CIsfY7S_Uw0,3,3,3
CJRw18MtRPg,24,24,24
CJUgcgFNNWA,9,9,9
CJv0I-xYuC4,15,15,15
CJzaYLc4pPY,7,7,7
CKPMAICRYuw,5,5,5
CMA2iF6RuXk,1,1,1
CMJblEavb7g,9,9,9
CNBGEWRdeIM,7,7,7
CO9dIyNM_9Q,1,1,1
CP23fL52Bes,17,17,17
CP5Ro3oy-ec,13,13,13
CP6aYDssDSE,9,9,9
CPjWgk0UXps,25,25,25
CQQit01HHLY,14,14,14
CR9zYgr84QY,1,1,1
CRSsa2o6PDQ,9,9,9
CRiBnM9l4N4,6,6,6
CRnCh-Y-kwM,6,6,6
CSDHM6iuogI,1,1,1
CT-orZzuN2A,9,9,9
CTFZoz-mB5k,14,14,14
CU8qwXYH83c,3,3,3
CUNq2_VjRn4,15,15,15
CUnRQYS6xqo,4,4,4
CV0J3Bq3BIc,1,1,1
CV3SaepBEYI,4,4,4
CVPp5FtQN8E,3,3,3
CW70dL5430c,5,5,5
CWAX-tiepMo,7,7,7
CWrjDoEBQsw,6,6,6
CX11yw6YL1w,22,22,22
CXK3OiDgymo,6,6,6
CY8E6N5Nzec,9,9,9
CYZkT8gbiEk,1,1,1
CZ7KRUYQyKE,6,6,6
CZMO9Ud0tOU,7,7,7
CZkUNPBlJIQ,11,11,11
C_SJgw5MVFY,5,5,5
CaE0JD1X12g,5,5,5
CahQhevkcCM,10,10,10
CbWP9nvnRhw,14,14,14
CbfnCflL4-E,7,7,7
Cd2Ue_xw1oo,3,3,3
CeCgsmTjHjk,13,13,13
CefAPPIkB8E,1,1,1
Cf3zj7D8SQ4,6,6,6
Cfn25A6krNg,1,1,1
CfvTmIEN2Hc,7,7,7
ChF_ypmiIs8,7,7,7
ChqXsD5L8Ac,4,4,4
CiFnp-oKZQc,7,7,7
CiaoTcPpbDE,1,1,1
ClM-MORjXQI,4,4,4
CmO2143BzYA,1,1,1
CokyUUrx18w,2,2,2
Cp6j-izXLtE,7,7,7
Cr9oGxr0Qa0,6,6,6
Cs2Xr2b7ako,5,5,5
Csnsq9f_ZkQ,6,6,6
Ct9BFr9XBaI,6,6,6
CtBca6H6Teg,7,7,7
CuVuqKyISR4,2,2,2
CvAQpSdcvno,5,5,5
CvkOWb1U-LI,10,10,10
CvpwGru3s7s,2,2,2
CvqtJTrsKCE,16,16,16
CwKp6Xhy3_4,16,16,16
CxC161GvMPc,8,8,8
CxGUmtRLm5g,5,5,5
CyPPi6T3D3s,8,8,8
CzCfd0eaWoA,7,7,7
CziCidR4KcY,6,6,6
CzmIrPvIzxk,6,6,6
D-DYWvnrFs8,2,2,2
D-IkMEDaNQY,6,6,6
D-dwmYeLLng,2,2,2
D-pKeb6Wf4U,5,5,5
D0N3qaqXymY,6,6,6
D0aAYfRBVik,5,5,5
D18e8aU-UWs,7,7,7
D2UE_Gw7XpI,9,9,9
D2mxKEa2xmA,9,9,9
D30jtARAEh0,4,4,4
D3BJ5bt5VbA,9,9,9
D3uvvA7dyoI,1,1,1
D4pdh0eTsxw,14,14,14
D52qnC7dJcQ,14,14,14
D5D90CLAILY,13,13,13
D5bEwcJ8eCI,5,5,5
D6Oy4LfoqsU,26,26,26
D7JorwX31CQ,5,5,5
D7plDibrP1U,6,6,6
D7sj7L1uLiw,7,7,7
D818vkK10UQ,8,8,8
D8PXRnN0KPU,4,4,4
D8mu5AgUsPs,13,13,13
DAi3GgwhDR0,9,9,9
DCUD9kjYOAk,11,11,11
DCcA4FyWeXI,5,5,5
DD4jmj9AevM,7,7,7
DEXfRMTRJss,9,9,9
DFZmEaNqdNc,5,5,5
DGdSlnw4D_M,8,8,8
DGhPGH2YROA,14,14,14
DGzy8FE1Rhk,3,3,3
DIBw9dSVKdU,15,15,15
DIM6F38ITsY,5,5,5
DIU3xPdhCBI,3,3,3
DJFeaRWJdy8,4,4,4
DJMyDoYkioY,1,1,1
DKMC6HViGTM,1,1,1
DKPCBAlDw2A,11,11,11
DM-ni_LSOFE,4,4,4
DMKcO-T5Y4o,7,7,7
DMT7EnJ_Kp8,4,4,4
DMlITdf3w-o,11,11,11
DNrNMg8_gEs,16,16,16
DOIw62TXYkg,1,1,1
DOyL60sgi28,5,5,5
DPCW4yvWQT4,7,7,7
DQDj074iEuM,2,2,2
DQQN_79QrDY,8,8,8
DRfniGCgW0I,9,9,9
DSG-zxGRkJw,7,7,7
DSRSgMp5X1w,8,8,8
DTDnD3MYwuk,10,10,10
DTErM4uuPdc,7,7,7
DTg2FihPSso,6,6,6
DUYa7rjRz0s,1,1,1
DV1OqgHb3jc,13,13,13
DVAMKnfrQBk,3,3,3
DW7LqkHzSwE,3,3,3
DWG2mSSBi8U,3,3,3
DWaU47V3rMU,3,3,3
DZAiRufPx9A,4,4,4
DZJod5hUqx4,7,7,7
D_6QmL6rExk,13,13,13
D_CZ8v9uZJY,13,13,13
D_eZxSYRhco,9,9,9
Da-2h2B4faU,14,14,14
Da2crn5NXc4,7,7,7
Dan2YMDCpms,15,15,15
DbF91ZtpGGc,7,7,7
DbIbchSteCI,3,3,3
DbJ2s_g1oDc,6,6,6
Dc-EG4ABsxA,4,4,4
Dc6ZDo9ViNA,6,6,6
DcCh33lJLMw,12,12,12
DdLYSziSXII,18,18,18
DfSLEBm9WHI,3,3,3
DfxhWPvhFCQ,5,5,5
DgOUdtUlL24,4,4,4
DgY_Q3jE0BM,1,1,1
DgaC0ytqdv4,13,13,13
DgljcMqPG98,13,13,13
DhEjpq88wGw,4,4,4
DhwwTxTh5To,6,6,6
Di4QJUCElgs,5,5,5
DjLr06pne6Q,2,2,2
DjbysQgJ64Y,2,2,2
DjjBg8hTaPo,7,7,7
Djw1PmpZt9w,1,1,1
Djxjmq9pvrM,6,6,6
DkXD5949qqQ,6,6,6
DkeiKbqa02g,21,21,21
Dkut3XLIVrI,1,1,1
Dm1tTSZHj8Y,8,8,8
Dm9iTlsaie4,2,2,2
DmTcVy7Ng-g,8,8,8
DmWm3ar0PiQ,7,7,7
DnSO5Uhobvo,6,6,6
DrY4EUirqgE,1,1,1
DtWriozwdR0,4,4,4
Dtp6sO2tU0k,1,1,1
DuRobNfQK5c,9,9,9
DuTnYi_HW2o,5,5,5
Duc3F700lgE,22,22,22
Dv4Ph97jv44,4,4,4
Dwc27Lsr1EY,2,2,2
DxSf6Nb_I7o,11,11,11
DzNwinmBawo,9,9,9
Dzr9f-rkjnw,5,5,5
E-u9uo0laA8,4,4,4
E0cbWdlQg_8,8,8,8
E21NATEP9QI,13,13,13
E2qtPth2W6w,21,21,21
E4c7EE8_IX0,16,16,16
E579ABhzXwo,2,2,2
E5yFcdPAGv0,14,14,14
E60w-0q8Y0Y,13,13,13
E7zFj4iUn0U,1,1,1
E9eAshaPvYw,6,6,6
EA5Tn5Gw_8s,6,6,6
EAGhzuitLXU,13,13,13
EBt_88nxG4c,9,9,9
EC5UCCnk59c,12,12,12
EEIP1YpFXrE,7,7,7
EEzj0HMz5Bc,7,7,7
EFwa5Owp0-k,17,17,17
EGV9Ms9EHcg,25,25,25
EIY-PsHrj9A,1,1,1
EIer2-KAn7o,2,2,2
EJ-4nFz5hjU,2,2,2
EJjh19zO1lk,6,6,6
EJu_wPGFTw0,5,5,5
EKkzbbLYPuI,7,7,7
EL1wN_ihL_E,2,2,2
EMTo2UqcnGg,6,6,6
ENr6CXm1YxU,5,5,5
EOmcGbXsRM8,1,1,1
EOwWjoldNNc,2,2,2
EP06RO4INws,6,6,6
EP5ExDvQ3p4,5,5,5
EP_2NXe0_1g,2,2,2
EQ748TZcuqs,10,10,10
EQqIiTk2fy4,16,16,16
EQvdKS-QX_E,3,3,3
EQzWr52gCWA,3,3,3
ERBEwrn4f7Q,6,6,6
ESKmRiLjNpg,17,17,17
ESRAQtXVQL0,1,1,1
ESyJop31cmY,13,13,13
ET6XGZqOyjY,13,13,13
ETabBP9tUD4,1,1,1
EU-eQpCqBXQ,13,13,13
EUPlbO3Ub2I,4,4,4
EUfZCJtfAYA,4,4,4
EUwzWHD3Htg,7,7,7
EWf7P3okX9s,11,11,11
EY8rq1AyCPY,2,2,2
EYLUUm9SLW0,4,4,4
EYkEshCOhEU,2,2,2
EZSCtgfmEO0,4,4,4
EZXu7RxBR0Y,3,3,3
E_86MEdNsAI,6,6,6
E_ViwNxUldw,14,14,14
EaEesT3HO4w,8,8,8
Eafi9hqm3OY,2,2,2
EajOkkJ80uc,2,2,2
EbSOKsFHwU8,4,4,4
EbXHZ4WoyFY,4,4,4
EbbL8NhdTQE,13,13,13
EbuCLC_wVlM,7,7,7
Ecd4eA067P0,8,8,8
EdkK29-TWJk,4,4,4
EeNrUTiwZVw,3,3,3
EgUMLjp3H4E,5,5,5
Eg_kW5fw6qU,2,2,2
EhSXsTSNDyo,12,12,12
EiwmO-XOqZ8,3,3,3
EjW7WzozgI0,12,12,12
Ek3aeUhHaFY,13,13,13
ElmsIGT85tI,6,6,6
Em8C6AvD4sk,5,5,5
Em9EI37Yy9g,3,3,3
Eouvsy8JdLU,5,5,5
Ep6-bNu16_I,6,6,6
Epm5_DSfMn4,4,4,4
Ept29ceiVfk,8,8,8
Eq1BuMoTW7Q,6,6,6
EqeIRzY7hIU,13,13,13
Er1eh1D8p2o,3,3,3
ErZDtWsCA9U,2,2,2
Es9CfWMmPRU,16,16,16
