video_id,views,likes,comment_count
Mjl4OReUX-c,6,6,6
MkR8GY2YBAU,3,3,3
Ml9v3wHLuWI,14,14,14
MltuW2kcREI,5,5,5
MmiFNe00SP0,3,3,3
Mmkf4zYlW4E,5,5,5
Mmn0zFalrD4,9,9,9
Mn-3c6of8t8,6,6,6
MnKbM9Zxtn8,10,10,10
Mo9Xw_EYDFo,6,6,6
Mp_lLZEEXVI,3,3,3
MpaHR-V_R-o,15,15,15
Mqaobr6w6_I,2,2,2
MrMAfMbZOmg,1,1,1
MsPOzYbEUqo,10,10,10
MsQb18nU2hA,8,8,8
MtFjRvKfv70,5,5,5
MtJFuT0KFq4,6,6,6
MuPL-PSMX0Q,9,9,9
MvFcY9rTPx8,9,9,9
MvIwx0JThsk,7,7,7
My4RA5I0FKs,8,8,8
MyAnv1nY5Vw,6,6,6
MyEqfBkzESU,3,3,3
MybjFHx_wfc,13,13,13
MzrbqsBNh8Q,4,4,4
N-3NfWJHNhg,1,1,1
N-z9PidYH4E,8,8,8
N0eu6U9PSbM,4,4,4
N0tmF4j4K6g,5,5,5
N1ikySurAP0,7,7,7
N39uwTykTQk,13,13,13
N4LQuwSjc34,2,2,2
N4MtzsregT8,18,18,18
N54fzGwMybk,3,3,3
N7HFXgyTya0,8,8,8
N7YPLAhjW6g,1,1,1
N7xjGJwuu6E,3,3,3
NB3gWkhLkxM,8,8,8
NBSAQenU2Bk,29,29,29
NBYL_QwYhjs,6,6,6
NBgNCDF4lG8,7,7,7
NBupCHcJ914,4,4,4
NC-TF0SPzzM,14,14,14
NDBwsMIXlMk,3,3,3
NEmFS50lsTw,6,6,6
NHZr6P1csiY,18,18,18
NHrwcQQ38bA,6,6,6
NIf8LjND67Y,7,7,7
NJAtY43vsl8,4,4,4
NJcShzy0lMM,1,1,1
NJu6uMYQWAE,9,9,9
NKin_i1pcFA,7,7,7
NKmGVE85GUU,11,11,11
NNeJR14kgTY,9,9,9
NNywashg_mw,7,7,7
NOciiz9WK5Y,5,5,5
NP9HAYTK1cU,3,3,3
NRrn5oNLcn0,3,3,3
NRs3YCJDBAs,13,13,13
NSgMcs1KdTI,3,3,3
NSi-MniOTqI,7,7,7
NSrNn5LuxxQ,8,8,8
NTN2gD9LJnU,6,6,6
NUMa0QkPzns,2,2,2
NVe6fC4Af-w,3,3,3
NWOz3OZ6J9M,18,18,18
NWQqJDGo4Z4,8,8,8
NWeCToDgdxU,5,5,5
NXkNF-3Sr24,5,5,5
NXpYoiCOuLE,5,5,5
NYMcACJLqJs,11,11,11
NYizLfEYKuY,5,5,5
NZ0ImXT1FZk,8,8,8
NZFhMSgbKKM,5,5,5
NZxVghfY6dk,4,4,4
Na7VFFnqWVI,7,7,7
NaY91YjVbEM,1,1,1
NbUtY1RVvn8,5,5,5
Nb_t6X541yo,11,11,11
NcsGpDFKCgY,14,14,14
Nd3zqXro_P0,6,6,6
NeH_wFJ8lZc,1,1,1
NePlddZpNKs,10,10,10
NfLVVJOuY5M,6,6,6
NgloGi5xEa8,9,9,9
NjCIH1fXT0I,11,11,11
NjMd89dggAk,19,19,19
Nk5yOFCsNeE,1,1,1
NkgW3SLLZgU,1,1,1
Nkl-k_rjn_U,12,12,12
Nl0iGMkxwcc,5,5,5
Nl6YEW1s7x8,6,6,6
NnpyRKfAyik,7,7,7
No35-c4zXjo,7,7,7
NooW_RbfdWI,10,10,10
Np0LMwqtOVM,6,6,6
NpciU6AtlJU,8,8,8
NqfJ9wIWX4E,6,6,6
NqntFonA2iY,7,7,7
Nr42pNrK5iU,2,2,2
NrikvhdYrJE,9,9,9
NsFna-Z1MjU,14,14,14
NsJkUfrqLzY,9,9,9
NsUQU3r2nsM,6,6,6
Nsg6ZDd4NfQ,7,7,7
Nsm8l89x2H4,4,4,4
Nt3shY9FGDI,1,1,1
Nt4tJHp27u0,7,7,7
NtFe5PM87BU,6,6,6
NtKS8YR5ioo,2,2,2
NtN98IkKxmk,2,2,2
NtmvX1T4cU0,1,1,1
NuXHriwQB9g,6,6,6
NuZJQ-YS7_w,8,8,8
NuhhbcLyWWo,5,5,5
NukmFF__G-g,15,15,15
NvG1FTafzAw,4,4,4
NwhkN7Y0WM0,7,7,7
NyNQLRhsAsk,5,5,5
NyNtWpDnT0Y,2,2,2
Nz0qoOgyWSQ,6,6,6
NzCSJrxQyQI,4,4,4
NzJdS6YC9es,3,3,3
O-aQA1HKctQ,3,3,3
O22GRZgcerA,2,2,2
O3bqhRN2thM,4,4,4
O3ttybJghsc,6,6,6
O4-j4kwtu9Y,6,6,6
O4Kb40pnoOY,1,1,1
O4_JNAFClFk,8,8,8
O4gJFUzmR8E,7,7,7
O5GhCbhGWQ0,10,10,10
O6BODAJVYc8,4,4,4
O6K0ZPRqzFU,7,7,7
O6epKIw7W5M,13,13,13
O8bszsJ0D7I,4,4,4
O8hm2Ml-pA8,13,13,13
O8pMkVg0O20,2,2,2
O92pekaban8,2,2,2
OAGfx7eB3gA,22,22,22
OBLeg0CvHek,3,3,3
OBOm_jatVCI,15,15,15
OCLaeBAkFAY,8,8,8
ODLwIlXK-9o,5,5,5
OG2C2KgtRRU,3,3,3
OG6qjAivguw,14,14,14
OGPsw2f_HQk,11,11,11
OGYASOBiU_E,6,6,6
OGdfc7MA_qY,3,3,3
OHOkdEBpwDc,8,8,8
OImHUNVLlco,6,6,6
OJzpoj_NxqQ,5,5,5
OK2y4Z5IkZ0,2,2,2
OK3GJ0WIQ8s,5,5,5
OKXLBEvGgTA,7,7,7
OKgUiBOpsZ4,8,8,8
OKoL852K9uA,3,3,3
OL4LNg-iyY4,8,8,8
ONI_06wGbsQ,5,5,5
ONZAeOIqsjA,4,4,4
ONviWNYLKME,13,13,13
OO5_E0_NAOg,6,6,6
OOGWCr4EZRo,1,1,1
OPHbqY9LHCs,7,7,7
OPaybxgucww,7,7,7
OPbtnEXZ1H0,4,4,4
OPdmg58S9ZM,10,10,10
OPi9nTE70aA,4,4,4
OPtomB--3Ss,3,3,3
OQkfDJ2zVNo,6,6,6
ORDHYULS2NM,6,6,6
ORjqEzrLG-U,3,3,3
OSBl32lNGBg,5,5,5
OScBxa6FpCk,3,3,3
OTEIbWy8AvY,5,5,5
OTHHeIAYfuU,7,7,7
OTLw9G1WpC4,2,2,2
OU21H6-Y6Y8,2,2,2
OU9IwxU7N78,1,1,1
OUBx_raReDw,14,14,14
OVa-sqcDYZ4,3,3,3
OVnxBcS5qWo,6,6,6
OWYKrIKMO1M,11,11,11
OWz3Fa_qK5Q,8,8,8
OX1ssH93th8,6,6,6
OXVm3fhYsEo,22,22,22
OYcv406J_J4,6,6,6
OZqsFkJpvj0,3,3,3
OZsYiWBgFOk,15,15,15
OZv7qYZ43xQ,11,11,11
Oa0tSw2iV5o,1,1,1
Oapebl0bADA,8,8,8
Ob48twC1yf8,5,5,5
ObDgFUTP0PA,6,6,6
ObIQ0s02UHg,4,4,4
OblwxqKPyLg,3,3,3
ObvUP5YxAKg,12,12,12
Oc27GxSD_bI,5,5,5
OcFcdFZQSBo,4,4,4
OcTw2b0Ho-8,15,15,15
Ocq_0Yl1EEk,4,4,4
OdJh_Q5XY4U,3,3,3
OdNqWcUdm6I,9,9,9
OdpHOc7vqHA,4,4,4
Of9GOMM9HPg,22,22,22
OfHYnyllqec,1,1,1
OgcqNuWfFFA,7,7,7
OitUxz6txUI,4,4,4
OkFdqqyI8y4,3,3,3
OkvNxYMyips,5,5,5
OlGvjhLZDS8,10,10,10
OlJykKOuank,4,4,4
OmLxYUOgTNs,7,7,7
OmM425PFd3Y,1,1,1
Om_zGhJLZ5U,1,1,1
OpsHLG657lM,8,8,8
OrnpSe4OChM,2,2,2
Ort8rZdpoXo,6,6,6
OrwBc6PwAcY,6,6,6
OsSKFlk8oEo,5,5,5
OvHskUT3XTI,10,10,10
Ow-plaMZHT8,4,4,4
OwrjBiW3suM,7,7,7
Ox-DSihhpBM,1,1,1
Oy9R-z7YTRc,1,1,1
OylDdm-6ZH0,14,14,14
Oyq8Di01nN8,9,9,9
OzKmR5BLdbQ,13,13,13
OziQ_a3Rpqw,11,11,11
P-2r8XEuCII,4,4,4
P-MQBhBwvgM,6,6,6
P1-UTlnjeVg,2,2,2
P21a5Uty-uc,10,10,10
P2I7hQHOqNI,2,2,2
P2kfIRZtTOI,1,1,1
P3Bd3HUMkyU,8,8,8
P4VipvC54W4,4,4,4
P4YJwy_T9pM,1,1,1
P6K9Y6FWo74,1,1,1
P6ODTQKhaXk,6,6,6
P6Ys3PMJ3WY,3,3,3
P7WRXaxu1u4,9,9,9
P7zi6oQ4fPQ,3,3,3
P85a37YTsuU,3,3,3
P9mBXomW1No,5,5,5
PABlVzeldaM,4,4,4
PAHm7SEhhuw,17,17,17
PAczA2saYWM,4,4,4
PC1iHFQ0zEk,3,3,3
PCRgGZXDGCY,5,5,5
PCTVL5oKlik,7,7,7
PDZg4veidX0,7,7,7
PE5wExUiazo,7,7,7
PE7ZhHirBFk,3,3,3
PFH046Fh3ps,15,15,15
PGH1V_yZq7k,6,6,6
PGRcxXLfWrM,18,18,18
PGWBA_OzCE4,5,5,5
PH3lTEhNkUk,2,2,2
PHLY4a5fTjU,14,14,14
PHWAZNkqwN4,6,6,6
PJ9jj08bR38,2,2,2
PJBmeqpw3DY,2,2,2
PKP8Mimj3QI,6,6,6
PKa01AvSATE,5,5,5
PKf29H2z81w,3,3,3
PLAFNvxDPMw,12,12,12
PLTC0h013S0,7,7,7
PLtyqLPx_8M,7,7,7
POcPgCMwYGE,3,3,3
PPWDwBrUNyY,3,3,3
PRHVfIbeGpQ,1,1,1
PSA-TnMwK9c,5,5,5
PSRJfaAYkW4,3,3,3
PT2fxswWSpQ,3,3,3
PTQMog9u2Zo,7,7,7
PUcS24GuAog,6,6,6
PUvVjWR3zTQ,6,6,6
PV_GHHXy7Po,16,16,16
PVr1BbsOwmQ,9,9,9
PW-WgdZctW0,6,6,6
PWIp2GTZwCQ,3,3,3
PWrsHhAuVZg,1,1,1
PXAZ3KphJz4,10,10,10
PXWlnc-Qcwg,1,1,1
PXi4JIklpOs,1,1,1
PYDu-q6mFeg,3,3,3
PZxyNX8J7Y4,16,16,16
P_If9xMyl10,13,13,13
Pa3ao2TVn1A,9,9,9
PaJCFHXcWmM,7,7,7
PaYvlVR_BEc,4,4,4
PaZsrAi6iJg,7,7,7
Padm4JItZPw,2,2,2
PaumoJFmHlY,12,12,12
PbRmbhdHDDM,5,5,5
Pc1Obe1BWhc,5,5,5
PcYo_bdCvTk,1,1,1
PcrVm1qEJyA,7,7,7
PdWe5ULGy_s,1,1,1
PdbJBDNotf8,7,7,7
PeYARbPHcvk,7,7,7
PfZHU8ZT-Uo,3,3,3
Pfat40RFnc4,6,6,6
PgNAmWjInGk,8,8,8
PgpOosts_Ms,4,4,4
Ph54wQG8ynk,16,16,16
PitE6FVIjgs,1,1,1
PitmObjGur4,1,1,1
Pj-D0jc17D0,13,13,13
PjqKPHZJgF0,9,9,9
PkRBTF6nt4E,2,2,2
PliRMGvytnA,7,7,7
PluaPvhkIMU,10,10,10
PmUL6wMpMWw,1,1,1
PoNWU2cox9w,1,1,1
PozbOaVdPp0,1,1,1
PpElRBQ-yGc,7,7,7
Pr6zjrF0Djg,3,3,3
PrNRtC3XfWk,10,10,10
Prnw-NqXSEY,3,3,3
Ps-nEyvsCKY,1,1,1
Ps7GzIV2KP0,9,9,9
PtNRJvsLHV0,4,4,4
PtPNGls_sUg,5,5,5
PtR_Wzf94C4,1,1,1
Pubtjn5QIjg,5,5,5
Pxf8Bf1V0is,4,4,4
PyXpoGbwGL0,8,8,8
Pymm6cmE9uQ,10,10,10
PzcaR1N0pTI,1,1,1
Q-oM2BQ8Jow,6,6,6
Q-v4LsbFc5c,7,7,7
Q0BIVH-8pwk,3,3,3
Q0sjw10aEWI,13,13,13
Q11GPMvTxQE,2,2,2
Q1CFfU2gXHw,5,5,5
Q1EgRiVdT5w,6,6,6
Q1INhRBrwKM,5,5,5
Q1TXk7ZdiQE,2,2,2
Q2hqcPnIWiQ,7,7,7
Q32uEd5KF2k,3,3,3
Q3jege0p0dQ,7,7,7
Q3pUXLQ5G5U,8,8,8
Q48VduIflPk,7,7,7
Q5KmA3Xbmqo,24,24,24
Q6Usd3_fbq8,1,1,1
Q6vfaPuftmE,4,4,4
Q9B45wXYpzc,6,6,6
Q9vZHbcx6cQ,15,15,15
QA2fKoT6Sig,5,5,5
QAgZepiIPH8,5,5,5
QAt8kU3TQfQ,6,6,6
QB6TuFGuxj4,4,4,4
QBL8IRJ5yHU,29,29,29
QBOzHhuTzvw,7,7,7
QBzQeyHh0i8,7,7,7
QCjk_NPsIqU,8,8,8
QDHcA33yT0I,1,1,1
QDSEpjjavhY,8,8,8
QDk-xa1oBXw,21,21,21
QDqzQwKwvxo,3,3,3
QDr9YTkFNO4,7,7,7
QF031DwMffQ,6,6,6
QFY79W78ZsY,6,6,6
QFfEtKvXMAs,3,3,3
QIN5_tJRiyY,3,3,3
QJfL0a3qEKw,1,1,1
QK0s815RTJk,6,6,6
QK_iX5cPDhE,2,2,2
QKwgif8OW1w,2,2,2
QLFRGj-PPNI,5,5,5
QME3eyBXqpU,3,3,3
QNNcl2mEHzQ,6,6,6
QNzzJzdgUto,2,2,2
QO9SS1NS6MM,1,1,1
QOdVw75Vbv4,2,2,2
QOksZ8VogRw,2,2,2
QQ_3S-IQm38,9,9,9
QRis1pHOhj4,7,7,7
QRl9IO2ORGE,7,7,7
QRq0pkr2TWM,2,2,2
QRtBP07gIHY,6,6,6
QS8bma7LRX4,1,1,1
QSFmuI-DAK4,1,1,1
QUDYmBTrudU,6,6,6
QUP8vf18oWA,2,2,2
QVoleJYgdM8,7,7,7
QWz3auJ78ik,4,4,4
QXcbVHFE2bo,6,6,6
QY83PJXQYXc,4,4,4
QZTExTxX1uA,7,7,7
QaASZecxQww,2,2,2
QaEx2A7p9Dk,4,4,4
QatPF3Pqhp4,6,6,6
QbDuBTWrU-o,6,6,6
Qbg2p9PHVo4,6,6,6
Qc9-dHabR2E,6,6,6
Qcj15vHJTtk,25,25,25
QeFwtA3p4Mw,1,1,1
QerVvvNem1w,1,1,1
Qesuc8orTUY,2,2,2
Qex44E0SywU,3,3,3
Qf1xyI_iKWA,4,4,4
Qf24J2Twws4,1,1,1
QfNG-YJ3YmU,2,2,2
QgOXIEhHU1Y,23,23,23
QgaYsdnOMiM,7,7,7
Qh06wlg9RmU,5,5,5
QiIlcKiREUU,2,2,2
Qj7DVNDb7To,5,5,5
QjjAjg5aZCI,1,1,1
QmAbpXRNuYA,4,4,4
Qmf7p6twbyA,5,5,5
Qofj8MKO6mk,13,13,13
Qp7QJpLhOs4,8,8,8
QpyHrQYeoIE,4,4,4
QsK6c2dRhv0,3,3,3
QsLmJq8cHlA,3,3,3
QssLKnUk6pg,6,6,6
QtNvvWsSsoE,4,4,4
QwZT7T-TXT0,7,7,7
QwievZ1Tx-8,13,13,13
Qx54quy9tDQ,3,3,3
QzQpsHScgHs,5,5,5
QzT0lJPLbdQ,4,4,4
QzfnWcHhdyQ,1,1,1
Qzgar1P6cn0,4,4,4
R10qTLfwm8E,3,3,3
R1TSiB9OuVM,16,16,16
R39-E3uG5J0,5,5,5
R8C9rZQlcKM,1,1,1
R8WBN3fJmwM,6,6,6
R8hccXRk3MI,8,8,8
R9OHn5ZF4Uo,10,10,10
R9YYmoJjBxI,4,4,4
R9c-_neaxeU,4,4,4
R9s5_Ji33xY,11,11,11
RBNLxU98svQ,4,4,4
RBbkCEHBw_I,20,20,20
RBpLVXNN6i0,3,3,3
RCRVve3V1IY,5,5,5
RE-aVnbJyOU,5,5,5
REbjfHF0N0s,2,2,2
REt-3P5h4Lo,8,8,8
RF-Mqs2qC-M,13,13,13
RFHH8bSdLr8,4,4,4
RF_7NIHp6Yo,5,5,5
RFeQ_Ul1jB0,3,3,3
RFywfHsFpQM,7,7,7
RGSgCyQydgc,6,6,6
RHUxyXZBXY8,13,13,13
RHpnWg6tdaw,11,11,11
RHzylDQ4wKE,9,9,9
RIAVKKzOocc,6,6,6
RK_B4Ez4_5Q,1,1,1
RMWTNik9i_8,8,8,8
RNA516fNpuw,1,1,1
RO41_2cWSXA,4,4,4
RP3UsFrDJfY,7,7,7
RPE3cglo9o0,3,3,3
RQDphL2MVlM,2,2,2
RQOgG4MLh1I,6,6,6
RQREeUE9eGI,3,3,3
RQUuqbzQVsY,6,6,6
RQZr2NgKPiU,1,1,1
RQm0nKoODo4,13,13,13
RTaDvKMtUeA,1,1,1
RUApBid9vnE,13,13,13
RUbWdNGaYEg,5,5,5
RVl35mjfT2A,3,3,3
RVpcL0nL7iE,3,3,3
RWzZeA2GMsk,6,6,6
RYGFczNMAMk,8,8,8
RYs08kX3Ih4,2,2,2
RZU5HebzuP4,4,4,4
RZfqUAZddmk,12,12,12
R_5Qfc7APQs,10,10,10
R_O5x0LNksM,12,12,12
Ra7MMVEe_s4,7,7,7
RbNaEwp7hMw,7,7,7
RdAJZJd_O2E,9,9,9
RdAKIVgTKuw,4,4,4
ReV1rHycYzw,3,3,3
RfFcaV5O7SU,3,3,3
RgbNxb08jXA,3,3,3
RggWMGU2iYw,6,6,6
RiGFGXd9Xvs,11,11,11
RiVuoe-jaE0,6,6,6
RjujNLl1jyk,6,6,6
Rjv1NlMiUyI,4,4,4
RkHuWjiR-LM,3,3,3
RkU4WWEUj-Y,3,3,3
RlSzahonkTk,10,10,10
RmH15TCBvDk,3,3,3
Rm_zQP9JIJI,6,6,6
RnaEqiVnad0,4,4,4
RoIJtobSOqc,11,11,11
Rq9-mW6HgQE,2,2,2
RqAFeV8Bosc,1,1,1
RrhSJzM8NLE,7,7,7
RsGqQC2tRRM,5,5,5
RsIIT6rXnSM,5,5,5
RskA7MUqpQg,6,6,6
RxlSl-kG3qg,15,15,15
RxvcH25WThg,1,1,1
RxzZ_OXQApM,1,1,1
RyH8TWLribw,3,3,3
RyquDQ5kWSs,14,14,14
RzK4sqmgimk,6,6,6
Rzuts_VwAL4,1,1,1
S-4rhjO6xYg,6,6,6
S0OICOBR19Q,10,10,10
S0eLwrrTBlc,5,5,5
S10azlzvS_8,5,5,5
S1O4kia_Iog,1,1,1
S1ke1xQ-rmY,6,6,6
S2Cq_TpNXoQ,5,5,5
S45Y5WQ4Ucs,9,9,9
S4vKQbpOn5k,8,8,8
S4vxoP-IF2M,16,16,16
S5xFft7kg8Q,11,11,11
S6YYun90S8g,7,7,7
S74uFJHI6gM,1,1,1
S7kG641iA_g,4,4,4
S8e1yxXiODQ,5,5,5
S9KxqRUcnCU,11,11,11
S9Xg6iUxYXU,6,6,6
S9ibNh16xfs,23,23,23
SA5ZUHsst8s,5,5,5
SA7AIQw-7Ms,7,7,7
SC8Eg0odTfY,1,1,1
SCPkXjwSWCY,11,11,11
SCR1KeLDZxw,2,2,2
SCq8n_hOcN8,18,18,18
SDGHRQyZKes,3,3,3
SETyZLN0UmI,4,4,4
SEikcs2SbJA,5,5,5
SFdMa3nk1pk,4,4,4
SFdO-19Xdho,4,4,4
SFr0fCgrTNQ,7,7,7
SFxZb-GHbrQ,12,12,12
SGKcrxK9hsg,6,6,6
SGVbdo2CkgI,2,2,2
SI1J2bbbOt4,2,2,2
SJNdBNxNGno,7,7,7
SJUhFjNfaZY,6,6,6
SJXXGL_8VcU,4,4,4
SJmU2ewFhkg,5,5,5
SJsvPv5Q_oY,4,4,4
SKV6h_5XFbk,19,19,19
SM1w9PEQOE8,8,8,8
SMvZa784oow,15,15,15
SNHc2PxY8lY,7,7,7
SO0HTI8QuQU,6,6,6
SONGEiVMygg,13,13,13
SPCYaMmPnIQ,1,1,1
SPD1v_8RQUY,8,8,8
SPJsPQBnA2s,5,5,5
SPYzQplG_YI,5,5,5
SQOSX92OjqQ,5,5,5
SQsPvrev_bQ,22,22,22
SS0ebmCqHxs,5,5,5
SSM4cT0chPU,6,6,6
STI2fI7sKMo,4,4,4
STVXHhTdjW4,13,13,13
SV2sPlDLQtU,8,8,8
SVmuTIQBoio,14,14,14
SW3X7-gk8q0,5,5,5
SWUrl7FpkAo,6,6,6
SWVtV59mczk,5,5,5
SX9mF288Tb8,4,4,4
SXkxheJ1dQ0,13,13,13
SYVSeH6sYYU,1,1,1
S_5Q0lNmtFE,2,2,2
S_5TyDFx6kc,4,4,4
S_HixQBiVH0,7,7,7
S_lN0-gtWF4,7,7,7
SagsqxiVStM,6,6,6
Sb_hCbZ80aQ,10,10,10
SbjnIK6VEjc,2,2,2
Sbl4nCcO0qo,5,5,5
SbnJwF7GrWg,6,6,6
Sbp8MmSc2kQ,13,13,13
SbrOMrjhyvI,7,7,7
SeVYqisjAQk,4,4,4
Sg_Gmb0ntfw,3,3,3
SggkMHx4GhQ,7,7,7
ShZ978fBl6Y,5,5,5
SiDhj1Vq-uQ,3,3,3
SipouoqLyxM,4,4,4
SkcucKDrbOI,6,6,6
Sl-NvOZ23m8,5,5,5
SlbY1tGARUA,4,4,4
SmqLoqByhL0,5,5,5
SoKQzAhXkbw,19,19,19
So_guHTJ4Ng,3,3,3
SpC8U30Hnrs,4,4,4
SpdgahDp2Wg,8,8,8
SphTGtDlhHw,14,14,14
SqNlLDeZcSc,11,11,11
Sqbv7cCM5AI,4,4,4
SqyPQ5eAgCY,2,2,2
Srl96IoeWJs,3,3,3
SsmgtO1zAhg,1,1,1
Stbz2qg3ACc,1,1,1
Su6KVN33Bew,5,5,5
Su9Mns6fWV8,6,6,6
SuFMMvrf4ao,9,9,9
SuHVvSsNY2E,1,1,1
SuzlcQc1iks,19,19,19
SwEVxk-jWDo,2,2,2
SwOZ0Dg_IQs,9,9,9
SwqUpegUT2Q,13,13,13
Swv1il6PpN4,14,14,14
SxAp27sFaIM,8,8,8
Sy3ERg7OCWo,2,2,2
Syar32OLFNE,3,3,3
SzB-tnaU0cM,9,9,9
T0R9gyvS24o,4,4,4
T1-k7VYwsHg,17,17,17
T1B1CxmAXLk,8,8,8
T2LAd43JoP4,4,4,4
T2aJzwAeA9Y,7,7,7
T2uyIBURMjs,14,14,14
T3-BzlYEhQA,9,9,9
T3hXC5yNZOc,1,1,1
T4FAg5A4wQk,18,18,18
T4sDURQsUTI,4,4,4
T5ITSG6KGlc,7,7,7
T7H7uH2t854,7,7,7
T8lWjQRhQXY,12,12,12
T9KTTP7jrBo,7,7,7
T9NzhjcPsQQ,4,4,4
T9UHD30MSGk,7,7,7
TBCD8PVL0Io,4,4,4
TBF7eTSTWLA,14,14,14
TDqjoaURNOQ,6,6,6
THCVReSmm90,3,3,3
THr_seahKUI,9,9,9
TI5bEf-BULU,22,22,22
TIQqb80eg24,8,8,8
TKGA7MhxPWc,9,9,9
TKMXw1YI5S4,4,4,4
TKhRjduXFEM,2,2,2
TLS837FaO4Y,11,11,11
TM42O6kYbI8,13,13,13
TM8hwHtWSJg,5,5,5
TMfStd3v330,6,6,6
TMuhw2tLN0I,3,3,3
TN5jzDgORqQ,2,2,2
TN7LvuEpDIE,14,14,14
TNRrY8m71u4,6,6,6
TOdGYZ20oSc,6,6,6
TPcV_3D3V2A,7,7,7
TQ1O0YdH54M,5,5,5
TSW9cla5bmw,7,7,7
TSiwIl_aLT8,2,2,2
TSqwDQHE1J8,1,1,1
TTio2AvTMKk,3,3,3
TTogFxTu_vA,14,14,14
TU-Z4uPnFeg,7,7,7
TUmyygCMMGA,2,2,2
TV42WARem_o,5,5,5
TWpt-ze_cYU,6,6,6
TX0UsGn0GPc,8,8,8
TXWkTc5_G4E,1,1,1
TYFAkFxeukE,4,4,4
TYaf8GbVKXc,7,7,7
TZSVf-yD7N8,7,7,7
T_Fskj6ihT4,6,6,6
T_Tx4ZF-TkQ,2,2,2
T_o9bDu_srU,6,6,6
TaTleo4cOs8,5,5,5
TaVvm0r_gho,6,6,6
TaldfjkrHy4,5,5,5
TdcS2LMQ5Ck,6,6,6
TdyllLZeviY,11,11,11
TfHJJeiS-aI,7,7,7
TfiTsqa2LB0,15,15,15
TfiVD2_Quy4,4,4,4
TgA2y-Bgi3c,2,2,2
TgSDDY0b1tU,5,5,5
Thvm6dADOms,13,13,13
TjXQzRWmb_I,27,27,27
Tk338VXcb24,1,1,1
TkCcncggO3I,4,4,4
Tlu-_31CWfY,9,9,9
TmzVBGf6uKk,16,16,16
Tn5OBFgiExQ,2,2,2
Tn8hOPeAnIM,15,15,15
TnCa71iUVxA,8,8,8
TncLBbJ8SZo,3,3,3
ToQloh3us1E,7,7,7
TsT5GLWgSkU,5,5,5
TsYGNNPQ3ZU,5,5,5
TteS6q20VUY,8,8,8
TuPT8ZF0Vl4,13,13,13
TudhYwBrgYg,8,8,8
TxGmy416VRs,6,6,6
TxY10VhmLR4,7,7,7
Txlk7PiHaGk,15,15,15
TyHvyGVs42U,10,10,10
TynRELscK8s,1,1,1
Tz5L-rNWZBs,1,1,1
TzMJabl_ykk,3,3,3
TzQe4sqjZT8,6,6,6
U0Az4NHlzfc,7,7,7
U0FRd8BbRW4,5,5,5
U0W_rpvm3Ys,7,7,7
U0hAC8O7RoI,7,7,7
U0z-x5O_Jpw,12,12,12
U1RASlbIIVc,8,8,8
U22EEAK_VLc,6,6,6
U3wVDJTOzqA,4,4,4
U41Pm93Ej2c,4,4,4
U44YLdW9AL4,7,7,7
U5EDORs8Jkk,4,4,4
U5nrrnAukwI,1,1,1
U5sCjnezw4o,7,7,7
U7x9pTb9Lwg,4,4,4
U9BwWKXjVaI,14,14,14
U9w-yE3SvkY,11,11,11
UAJDrWVyOoA,2,2,2
UAdJvXMIlXc,7,7,7
UB1cGaIW81I,4,4,4
UBGb8jRjK4k,6,6,6
UC34HrZhfPM,1,1,1
UCKC-QVcVn0,5,5,5
UCrMn3LLMVU,9,9,9
UDByuFJ2nDg,2,2,2
UE-kaxIiNPQ,15,15,15
UEhsFEgsI5U,13,13,13
UEu_f6iNfAs,3,3,3
UFPSIa1cLRQ,1,1,1
UFXMfh5lKFs,2,2,2
UFYCTJlayS4,3,3,3
UFz3K9ByUqE,6,6,6
UH0nTHb6OdY,4,4,4
UJIo1AtoTss,15,15,15
UK2OQ67Xr4o,10,10,10
UKKYt6fWob8,1,1,1
UKserM-i0_A,22,22,22
UNnHy6Qc5-c,7,7,7
UO5ktwPXsyM,6,6,6
UOHURuAf5iY,10,10,10
UPFo1B81hKM,2,2,2
UPPkvPe5WJ8,3,3,3
UQHSK-kgONk,7,7,7
UQkBcHLZOqU,8,8,8
UQtt9I6c-YM,4,4,4
USXoINPEhoA,15,15,15
UTVpWVO4vZU,12,12,12
UUDaCU3SHqI,1,1,1
UUkn-enk2RU,23,23,23
UUreMfN5eNA,8,8,8
UVNIEszp2UQ,4,4,4
UVaeRX9LybU,7,7,7
UWz4LPyoSw4,3,3,3
UXNnAB3ugPU,6,6,6
UXm1xHECZu0,6,6,6
UYDAgS2Mr6M,6,6,6
UYZ1WjJI1NM,1,1,1
UZ47aQFp2TQ,4,4,4
UZf9m_x7o88,6,6,6
UaAHl_m_ybk,7,7,7
Ub53c95Soqk,3,3,3
UbmGPOHJYpA,1,1,1
Ucjgl-4s2nw,2,2,2
Ud5Lq7D5YvU,7,7,7
UddlsDsoIWs,3,3,3
UelDrZ1aFeY,4,4,4
UfKmSfgFxi8,28,28,28
UfR5dKcKJvY,8,8,8
Ugcz3EaGodE,5,5,5
UgpL43chE-E,8,8,8
Uh4XJjr53vg,2,2,2
Uh5y9hDHq9I,3,3,3
UhZ56rcWwRQ,9,9,9
UhiXEgqhBWs,20,20,20
UiWGp8dFr5k,6,6,6
UieloIkLnnw,2,2,2
UjtOGPJ0URM,7,7,7
UmFS7No3t8Y,6,6,6
UmXbLTbi8Hg,15,15,15
Up09AUDzLVI,5,5,5
